Rank,Released,Released Worldwide,Release Year,Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Opening Weekend Theaters,Maximum Theaters,Theatrical Engagements,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office
92,"Nov 8, 2024","Nov 8, 2024",2024,The Best Christmas Pageant Ever,Lionsgate,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,3020,3020,14943,10773559,40048808,40048808,217091,40265899
93,"Jul 26, 2024","Feb 11, 2023",2024,Only the River Flows,KimStim,Drama,Original Screenplay,Live Action,Historical Fiction,0,0,0,0,0,0,0,40151847,40151847
94,"Dec 31, 2024","Aug 23, 2024",2024,Last Mile,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,39895335,39895335
95,"Jan 10, 2024","Jul 28, 2023",2024,Kingdom 3: The Flame of Destiny,,Action,Based on Comic/Graphic Novel,Live Action,Historical Fiction,0,0,0,0,0,0,0,39761926,39761926
96,"Jun 28, 2024","Jun 27, 2024",2024,Horizon: An American Saga Chapter 1,Warner Bros.,Western,Original Screenplay,Live Action,Historical Fiction,50000000,3334,3334,10799,11052561,29035702,29035702,9800000,38835702
97,"Jul 12, 2024","Jul 5, 2024",2024,Fly Me to the Moon,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Historical Fiction,100000000,3356,3356,8868,9402176,20532222,20532222,17666129,38198351
98,"Dec 31, 2024","Jan 1, 2025",2024,Volshebnik Izumrudnogo goroda,,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,0,0,0,0,0,0,0,38154432,38154432
99,"Jun 21, 2024","Jun 19, 2024",2024,The Bikeriders,Focus Features,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,0,2642,2692,8009,9698275,21746895,21746895,14555919,36302814
100,"Dec 31, 2024","Nov 2, 2024",2024,B for Busy,,Drama,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,35996576,35996576
1,"Feb 14, 2025","Jan 29, 2025",2025,Ne Zha 2,CMC Pictures,Action,Based on Folk Tale/Legend/Fairytale,Digital Animation,Fantasy,80000000,660,2228,5044,7200000,23251218,23251218,1977903876,2001155094
2,"Nov 26, 2025","Nov 26, 2025",2025,Zootopia 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,150000000,4000,4000,39055,100262540,421357518,421357518,1412519646,1833877164
3,"Dec 19, 2025","Dec 17, 2025",2025,Avatar: Fire and Ash,20th Century Studios,Action,Original Screenplay,Animation/Live Action,Science Fiction,400000000,3800,3835,28400,89160860,397445589,397445589,1065377388,1462822977
4,"May 23, 2025","May 16, 2025",2025,Lilo Stitch,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,100000000,4410,4410,33365,146016175,423778855,423778855,614241241,1038020096
5,"Apr 4, 2025","Apr 2, 2025",2025,A Minecraft Movie,Warner Bros.,Adventure,Based on Game,Animation/Live Action,Kids Fiction,150000000,4263,4289,30336,162753003,424087780,424087780,537100000,961187780
6,"Jul 2, 2025","Jul 1, 2025",2025,Jurassic World Rebirth,Universal,Action,Original Screenplay,Live Action,Science Fiction,225000000,4308,4324,28979,92016065,339640400,339640400,529504738,869145138
7,"Sep 12, 2025","Jul 18, 2025",2025,Demon Slayer -Kimetsu no Yaiba- The M,Sony Pictures,Action,Based on Comic/Graphic Novel,Digital Animation,Fantasy,0,3315,3342,17053,70611098,134519077,134519077,644420450,778939527
8,"Jun 13, 2025","Jun 6, 2025",2025,How to Train Your Dragon,Universal,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,150000000,4356,4373,28733,84633315,262958100,262958100,373292870,636250970
9,"Jun 27, 2025","Jun 25, 2025",2025,F1: The Movie,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,0,3661,3732,23462,57001667,189642436,189642436,443600000,633242436
10,"Jul 11, 2025","Jul 8, 2025",2025,Superman,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,225000000,4135,4275,27453,125021735,354223803,354223803,264500000,618723803
11,"May 23, 2025","May 17, 2025",2025,Mission: Impossible The Final Recko,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,400000000,3857,3861,22882,64036428,197413515,197413515,393939559,591353074
12,"Nov 21, 2025","Nov 19, 2025",2025,Wicked: For Good,Universal,Musical,Based on Musical or Opera,Live Action,Fantasy,150000000,4115,4115,24910,147004640,342915090,342915090,184920288,527835378
13,"Jul 25, 2025","Jul 23, 2025",2025,The Fantastic Four: First Steps,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,4125,4125,26415,117644828,274286610,274286610,246144989,520431599
14,"Sep 5, 2025","Aug 28, 2025",2025,The Conjuring: Last Rites,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,55000000,3802,3802,22966,84006121,177756445,177756445,321400000,499156445
15,"Jan 29, 2025","Jan 29, 2025",2025,Detective Chinatown 1900,CMC Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,0,0,0,0,0,0,0,454950143,454950143
16,"Feb 14, 2025","Feb 12, 2025",2025,Captain America: Brave New World,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,180000000,4105,4105,26625,88842603,200500001,200500001,213140020,413640021
17,"Aug 15, 2025","Jul 25, 2025",2025,Dead To Rights,Echelon Studios,Drama,Original Screenplay,Live Action,Historical Fiction,0,0,0,0,0,0,0,385325603,385325603
18,"May 2, 2025","Apr 30, 2025",2025,Thunderbolts,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,180000000,4330,4330,21930,74300608,190274328,190274328,192162037,382436365
19,"Apr 18, 2025","Apr 16, 2025",2025,Sinners,Warner Bros.,Horror,Original Screenplay,Live Action,Historical Fiction,90000000,3308,3518,25633,48007468,279989632,279989632,88996196,368985828
20,"Dec 19, 2025","Dec 19, 2025",2025,The Housemaid,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,3015,3123,24131,19010430,125751841,125751841,235333397,361085238
21,"May 16, 2025","May 9, 2025",2025,Final Destination: Bloodlines,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,50000000,3523,3523,17824,51600106,138254739,138254739,179600000,317854739
22,"Jan 24, 2025","Feb 10, 2024",2025,Boonie Bears: Time Twist,Viva Pictures,Adventure,Original Screenplay,Digital Animation,Fantasy,0,0,0,0,0,0,0,275815955,275815955
23,"Aug 8, 2025","Aug 6, 2025",2025,Weapons,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,38000000,3202,3631,21564,43501217,151572492,151572492,118400000,269972492
24,"Sep 19, 2025","Sep 18, 2025",2025,Evil Unbound 731,Well Go USA,Drama,Based on Real Life Events,Live Action,Dramatization,0,0,132,38,0,410904,410904,254530721,254941625
25,"Nov 14, 2025","Nov 12, 2025",2025,Now You See Me: Now You Don t,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,90000000,3403,3403,15888,21013793,61882396,61882396,181112598,242994994
26,"Dec 5, 2025","Dec 3, 2025",2025,Five Nights at Freddy s 2,Universal,Horror,Based on Game,Live Action,Contemporary Fiction,51000000,3412,3579,15924,64007430,127730290,127730290,111772329,239502619
27,"Aug 1, 2025","Jul 23, 2025",2025,The Bad Guys 2,Universal,Comedy,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,80000000,3852,3860,24514,21995715,82593605,82593605,156815318,239408923
28,"Nov 7, 2025","Aug 2, 2025",2025,Nobody,CMC Pictures,Adventure,Based on Short Film,Digital Animation,Kids Fiction,0,0,0,0,0,0,0,218440114,218440114
29,"Sep 26, 2025","Sep 24, 2025",2025,One Battle After Another,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,140000000,3634,3634,18469,22000387,72170981,72170981,136397353,208568334
30,"Mar 21, 2025","Mar 19, 2025",2025,Disney s Snow White,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Kids Fiction,269400000,4200,4200,18845,42206415,87203963,87203963,118475500,205679463
31,"Feb 14, 2025","Nov 8, 2024",2025,Paddington in Peru,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,75336729,3890,3890,20132,12761398,45770312,45770312,146339309,192109621
32,"Nov 7, 2025","Nov 5, 2025",2025,Predator: Badlands,20th Century Studios,Action,Spin-Off,Live Action,Science Fiction,105000000,3725,3725,17275,40016853,91083631,91083631,93477425,184561056
33,"Oct 24, 2025","Sep 19, 2025",2025,Chainsaw Man The Movie: Reze Arc,Sony Pictures,Action,Based on Comic/Graphic Novel,Digital Animation,Contemporary Fiction,0,3003,3003,10568,18030883,43438461,43438461,130458622,173897083
34,"Dec 19, 2025","Dec 18, 2025",2025,The SpongeBob Movie: Search for Squar,Paramount Pictures,Adventure,Based on TV,Digital Animation,Kids Fiction,64000000,3557,3570,17634,15611344,71063921,71063921,94400000,165463921
35,"Aug 22, 2025","Aug 16, 2025",2025,The Shadow s Edge,CMC Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,162944988,162944988
36,"Jan 29, 2025","Jan 29, 2025",2025,Creation of the Gods II: Demonic Conf,Well Go USA,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,0,200,200,351,1298043,1853487,1853487,156193851,158047338
37,"Jun 20, 2025","Jun 13, 2025",2025,Elio,Walt Disney,Adventure,Original Screenplay,Digital Animation,Science Fiction,150000000,3750,3750,17485,20840667,72987454,72987454,81107882,154095336
38,"Aug 8, 2025","Aug 6, 2025",2025,Freakier Friday,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,42000000,3975,3975,23790,28583167,94186236,94186236,58971128,153157364
39,"Jun 20, 2025","Jun 18, 2025",2025,28 Years Later,Sony Pictures,Horror,Original Screenplay,Live Action,Science Fiction,60000000,3444,3444,13927,30002966,70446897,70446897,79559856,150006753
40,"Dec 19, 2025","Dec 19, 2025",2025,Marty Supreme,A24,Drama,Based on Real Life Events,Live Action,Dramatization,70000000,6,2887,15413,875000,94426896,94426896,53782213,148209109
41,"Jan 31, 2025","Jan 23, 2025",2025,Dog Man,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,40000000,3885,3887,25989,36001940,97970355,97970355,47633060,145603415
42,"Oct 10, 2025","Oct 8, 2025",2025,Tron: Ares,Walt Disney,Action,Original Screenplay,Live Action,Science Fiction,180000000,4000,4000,16780,33241433,73161014,73161014,68724288,141885302
43,"Dec 5, 2025","Dec 5, 2025",2025,Dhurandhar,Yash Raj Films,Action,Based on Real Life Events,Live Action,Dramatization,0,390,400,1167,2124000,12400000,12400000,124120747,136520747
44,"Mar 7, 2025","Feb 28, 2025",2025,Mickey 17,Warner Bros.,Black Comedy,Based on Fiction Book/Short Story,Live Action,Science Fiction,118000000,3807,3807,12798,19002852,46142263,46142263,87400000,133542263
45,"Oct 17, 2025","Oct 15, 2025",2025,Black Phone 2,Universal,Horror,Based on Fiction Book/Short Story,Live Action,Historical Fiction,30000000,3411,3460,17391,27332040,77378880,77378880,54811640,132190520
46,"Dec 25, 2025","Dec 24, 2025",2025,Anaconda,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,3509,3509,16017,14502218,64465186,64465186,67599939,132065125
47,"Jun 6, 2025","Jun 4, 2025",2025,From the World of John Wick: Ballerina,Lionsgate,Action,Spin-Off,Live Action,Contemporary Fiction,90000000,3409,3409,12476,24501663,58051327,58051327,73725047,131776374
48,"Feb 13, 2025","Feb 12, 2025",2025,Bridget Jones: Mad About The Boy,,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,50000000,0,0,0,0,0,0,130561581,130561581
49,"Jan 10, 2025","Dec 27, 2024",2025,The Prosecutor,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,0,42,42,99,132059,407965,407965,127746137,128154102
50,"Jul 18, 2025","Jul 10, 2025",2025,Smurfs,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,58000000,3504,3504,10573,11075090,31075170,31075170,89524557,120599727
51,"Jan 10, 2025","Dec 28, 2024",2025,Octopus with Broken Arms 3,CMC Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,116392432,116392432
52,"May 30, 2025","May 8, 2025",2025,Karate Kid: Legends,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,45000000,3809,3859,14010,20302016,52547391,52547391,61971900,114519291
53,"Jun 13, 2025","Jun 12, 2025",2025,Materialists,A24,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,2844,2844,9703,11338642,36503614,36503614,69933294,106436908
54,"Sep 12, 2025","Sep 10, 2025",2025,Downton Abbey: The Grand Finale,Focus Features,Drama,Based on TV,Live Action,Historical Fiction,0,3694,3711,13879,18107405,45185660,45185660,58183000,103368660
55,"Apr 25, 2025","Apr 23, 2025",2025,The Accountant 2,Amazon MGM Studios,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,80000000,3610,3610,16963,24533959,65523366,65523366,37800000,103323366
56,"Aug 1, 2025","Jul 17, 2025",2025,The Naked Gun,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,42000000,3344,3363,15394,16805560,52647396,52647396,49339800,101987196
57,"Mar 28, 2025","Mar 26, 2025",2025,A Working Man,Amazon MGM Studios,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,40000000,3262,3262,11980,15510312,37000711,37000711,61010567,98011278
58,"Apr 11, 2025","Apr 9, 2025",2025,The Amateur,20th Century Studios,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,60000000,3400,3400,14450,14802849,40759635,40759635,55193640,95953275
59,"Oct 24, 2025","Oct 22, 2025",2025,Regretting You,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,30000000,3393,3425,15752,13687530,48852948,48852948,41582304,90435252
60,"Dec 31, 2025","Dec 25, 2025",2025,Buen Camino,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,90020575,90020575
61,"Feb 21, 2025","Jan 29, 2025",2025,Legends of the Condor Heroes: The Gal,Sony Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,0,200,200,422,344430,671343,671343,88734709,89406052
62,"Jul 25, 2025","Jul 18, 2025",2025,The Lychee Road,CMC Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,0,0,0,0,0,0,0,86734269,86734269
63,"Dec 31, 2025","Sep 30, 2025",2025,The Volunteers: Peace at Last,,Drama,Original Screenplay,Live Action,Historical Fiction,0,0,0,0,0,0,0,84120741,84120741
64,"Dec 19, 2025","Dec 17, 2025",2025,David,Angel Studios,Musical,Based on Religious Text,Digital Animation,Dramatization,60900000,3118,3118,14964,22000554,80265960,80265960,3597355,83863315
65,"Apr 11, 2025","Apr 10, 2025",2025,The King of Kings,Angel Studios,Drama,Based on Religious Text,Digital Animation,Historical Fiction,25000000,3200,3535,13976,19371296,60270106,60270106,22955603,83225709
66,"Nov 26, 2025","Jan 23, 2025",2025,Hamnet,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,0,119,1996,8477,932278,22845175,22845175,57386000,80231175
67,"Sep 26, 2025","Sep 18, 2025",2025,Gabby s Dollhouse: The Movie,Universal,Musical,Based on TV,Animation/Live Action,Kids Fiction,32000000,3500,3507,14896,13697595,32011820,32011820,47935886,79947706
68,"Dec 31, 2025","Jan 1, 2026",2025,Cheburashka 2 2,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,79559272,79559272
69,"Nov 14, 2025","Nov 3, 2025",2025,The Running Man,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,110000000,3534,3534,12259,16495564,37815641,37815641,30749137,68564778
70,"Dec 31, 2025","Jul 25, 2008",2025,Citizen Vigilante,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,67251372,67251372
71,"Sep 5, 2025","Jul 18, 2025",2025,The Legend of Hei 2 2,GKIDS,Adventure,Based on Web Series,Digital Animation,Fantasy,0,348,348,387,229205,365480,365480,66851368,67216848
72,"Feb 21, 2025","Feb 19, 2025",2025,The Monkey,Neon,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,11000000,3200,3227,14207,14014649,39724912,39724912,23958090,63683002
73,"Jul 18, 2025","Jun 19, 2025",2025,I Know What You Did Last Summer,Sony Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000,3206,3206,10311,12755359,32165634,32165634,31189157,63354791
74,"Sep 12, 2025","Sep 11, 2025",2025,The Long Walk,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,2845,2845,11977,11703621,35163573,35163573,27708124,62871697
75,"Oct 10, 2025","Sep 30, 2025",2025,Row to Win,NiuVision Media,Comedy,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,58524235,58524235
76,"Jan 10, 2025","Jan 8, 2025",2025,Den of Thieves 2: Pantera,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000,3008,3008,10609,15022909,36015016,36015016,22356491,58371507
77,"Dec 25, 2025","Dec 24, 2025",2025,Song Sung Blue,Focus Features,Drama,Based on Movie,Live Action,Dramatization,30000000,2578,2705,11594,7073630,39175325,39175325,18210958,57386283
78,"Dec 31, 2025","Dec 6, 2025",2025,Gezhi Town,,Drama,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,54276504,54276504
79,"Dec 31, 2025","Jun 21, 2025",2025,She s Got No Name,,Drama,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,52327026,52327026
80,"Aug 29, 2025","Aug 27, 2025",2025,The Roses,Searchlight Pictures,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,0,2700,2700,7485,6265264,15298844,15298844,36617789,51916633
81,"Dec 31, 2025","Jul 25, 2025",2025,The Stage,,Drama,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,51528010,51528010
82,"Jan 17, 2025","Jan 17, 2025",2025,One of Them Days,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,14000000,2675,2675,16643,11807731,50054690,50054690,1361432,51416122
83,"Oct 3, 2025","Oct 1, 2025",2025,A Writer s Odyssey 2,,Drama,Original Screenplay,Live Action,Fantasy,0,0,0,0,0,0,0,50355317,50355317
84,"Apr 25, 2025","Apr 23, 2025",2025,Until Dawn,Sony Pictures,Horror,Based on Game,Live Action,Contemporary Fiction,15000000,3055,3055,10518,8003402,20174192,20172192,30000000,50174192
85,"Aug 22, 2025","Aug 8, 2025",2025,Dongji Island,Well Go USA,Drama,Original Screenplay,Live Action,Historical Fiction,0,66,66,264,70151,151957,151957,50003691,50155648
86,"Oct 3, 2025","Oct 3, 2025",2025,Taylor Swift The Official Release P,AMC Theatres Distribution,Documentary,Based on Real Life Events,Live Action,Factual,0,3702,3702,3702,34062774,34062774,34062774,16000000,50062774
87,"Aug 29, 2025","Jan 29, 2025",2025,Operation Hadal,Well Go USA,Action,Original Screenplay,Live Action,Contemporary Fiction,0,0,0,0,0,0,0,49794682,49794682
88,"Feb 28, 2025","Oct 26, 2023",2025,C ̬ ancora domani,Greenwich,Comedy,Original Screenplay,Live Action,Historical Fiction,0,1,111,180,3936,180426,180426,48664202,48844628
89,"Jan 24, 2025","Jan 22, 2025",2025,Flight Risk,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,25000000,3161,3161,12186,11583488,29783527,29783527,18919647,48703174
90,"Nov 7, 2025","Nov 6, 2025",2025,Nuremberg,Sony Pictures Classics,Drama,Based on Factual Book/Article,Live Action,Dramatization,0,1802,1830,6448,3883294,14524694,14524694,31013196,45537890
